"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","condition_num","rt","stimulus","response","question_order","slider_start","image_path","practiceTrial","practiceTrialNum","correct","concept","repetition","map_id","hue","lightness","saturation","ishihara_plate","correct_response"
"","","","","","html-slider-response","18","95124","0.0-11.0-0.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider halfway between the center and left endpoint of the scale</p>

                                    </div>
                                </div>","-105","","0","","true","3","true","","","","","","","",""
"","","","","","html-button-response","19","96152","0.0-11.0-1.0","pocbnf60vz","3","525","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","","","","","","","","","","","","","",""
"","","","","","html-button-response","20","97704","0.0-12.0","pocbnf60vz","3","1551","<p>Great job! You've completed the practice trials. Now you will begin the main task.</p>","0","","","","","","","","","","","","","",""
"","","","","","html-button-response","21","101815","0.0-13.0","pocbnf60vz","3","4109","<p>In this block of trials, you will be asked to rate how much you associate each map with:</p > <p style = 'font-size:150%; font-weight: bold'>trustworthy</p><br></br>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","22","109079","0.0-14.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_S_44.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","97","","0","images/Y_L_S_44.png","","","","trustworthy","1","44","Y","L","S","",""
"","","","","","html-slider-response","23","113771","0.0-15.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_D_S_05.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-100","","0","images/Y_D_S_05.png","","","","trustworthy","2","05","Y","D","S","",""
"","","","","","html-slider-response","24","118769","0.0-16.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_U_28.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","34","","0","images/G_D_U_28.png","","","","trustworthy","1","28","G","D","U","",""
"","","","","","html-slider-response","25","120748","0.0-17.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_U_12.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","76","","0","images/R_L_U_12.png","","","","trustworthy","2","12","R","L","U","",""
"","","","","","html-slider-response","26","122530","0.0-18.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_S_13.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","116","","0","images/R_D_S_13.png","","","","trustworthy","2","13","R","D","S","",""
"","","","","","html-slider-response","27","124339","0.0-19.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_S_13.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","104","","0","images/R_D_S_13.png","","","","trustworthy","1","13","R","D","S","",""
"","","","","","html-slider-response","28","126115","0.0-20.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_U_15.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-99","","0","images/R_D_U_15.png","","","","trustworthy","2","15","R","D","U","",""
"","","","","","html-slider-response","29","127650","0.0-21.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_S_23.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","0","","0","images/G_L_S_23.png","","","","trustworthy","2","23","G","L","S","",""
"","","","","","html-slider-response","30","129026","0.0-22.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_D_S_05.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","0","","0","images/Y_D_S_05.png","","","","trustworthy","1","05","Y","D","S","",""
"","","","","","html-slider-response","31","130025","0.0-23.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_U_28.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","0","","0","images/G_D_U_28.png","","","","trustworthy","2","28","G","D","U","",""
"","","","","","html-slider-response","32","131120","0.0-24.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_S_44.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","0","","0","images/Y_L_S_44.png","","","","trustworthy","2","44","Y","L","S","",""
"","","","","","html-slider-response","33","132057","0.0-25.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_D_U_41.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","30","","0","images/B_D_U_41.png","","","","trustworthy","2","41","B","D","U","",""
"","","","","","html-slider-response","34","133114","0.0-26.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_L_S_30.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-30","","0","images/B_L_S_30.png","","","","trustworthy","2","30","B","L","S","",""
"","","","","","html-slider-response","35","134034","0.0-27.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_S_27.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","21","","0","images/G_D_S_27.png","","","","trustworthy","2","27","G","D","S","",""
"","","","","","html-slider-response","36","134952","0.0-28.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_U_15.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","68","","0","images/R_D_U_15.png","","","","trustworthy","1","15","R","D","U","",""
"","","","","","html-slider-response","37","136010","0.0-29.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_U_12.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","37","","0","images/R_L_U_12.png","","","","trustworthy","1","12","R","L","U","",""
"","","","","","html-slider-response","38","136880","0.0-30.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_D_U_41.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","22","","0","images/B_D_U_41.png","","","","trustworthy","1","41","B","D","U","",""
"","","","","","html-slider-response","39","138025","0.0-31.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_L_U_33.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","39","","0","images/B_L_U_33.png","","","","trustworthy","1","33","B","L","U","",""
"","","","","","html-slider-response","40","138671","0.0-32.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_S_27.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","39","","0","images/G_D_S_27.png","","","","trustworthy","1","27","G","D","S","",""
"","","","","","html-slider-response","41","139493","0.0-33.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_L_S_30.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","39","","0","images/B_L_S_30.png","","","","trustworthy","1","30","B","L","S","",""
"","","","","","html-slider-response","42","140644","0.0-34.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_S_10.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","39","","0","images/R_L_S_10.png","","","","trustworthy","1","10","R","L","S","",""
"","","","","","html-slider-response","43","141534","0.0-35.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_S_23.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","39","","0","images/G_L_S_23.png","","","","trustworthy","1","23","G","L","S","",""
"","","","","","html-slider-response","44","142423","0.0-36.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_U_02.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","39","","0","images/Y_L_U_02.png","","","","trustworthy","1","02","Y","L","U","",""
"","","","","","html-slider-response","45","143271","0.0-37.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_U_26.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-53","","0","images/G_L_U_26.png","","","","trustworthy","2","26","G","L","U","",""
"","","","","","html-slider-response","46","144648","0.0-38.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_S_10.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-36","","0","images/R_L_S_10.png","","","","trustworthy","2","10","R","L","S","",""
"","","","","","html-slider-response","47","146241","0.0-39.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_U_26.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","36","","0","images/G_L_U_26.png","","","","trustworthy","1","26","G","L","U","",""
"","","","","","html-slider-response","48","147742","0.0-40.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_D_U_07.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","36","","0","images/Y_D_U_07.png","","","","trustworthy","2","07","Y","D","U","",""
"","","","","","html-slider-response","49","149312","0.0-41.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_U_02.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","36","","0","images/Y_L_U_02.png","","","","trustworthy","2","02","Y","L","U","",""
"","","","","","html-slider-response","50","150158","0.0-42.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_D_S_37.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","36","","0","images/B_D_S_37.png","","","","trustworthy","1","37","B","D","S","",""
"","","","","","html-slider-response","51","150895","0.0-43.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_L_U_33.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-29","","0","images/B_L_U_33.png","","","","trustworthy","2","33","B","L","U","",""
"","","","","","html-slider-response","52","151999","0.0-44.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_D_U_07.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","38","","0","images/Y_D_U_07.png","","","","trustworthy","1","07","Y","D","U","",""
"","","","","","html-slider-response","53","153431","0.0-45.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_D_S_37.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","38","","0","images/B_D_S_37.png","","","","trustworthy","2","37","B","D","S","",""
"","","","","","html-button-response","54","156188","0.0-46.0","pocbnf60vz","3","2253","<p>Great Job! You've finished block 1.<br></br> You have 7 block(s) left to go.<br></br></p>","0","","","","","","","","","","","","","",""
"","","","","","html-button-response","55","158314","0.0-47.0","pocbnf60vz","3","2125","<p>In this block of trials, you will be asked to rate how much you associate each map with:</p > <p style = 'font-size:150%; font-weight: bold'>negative</p><br></br>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","56","158902","0.0-48.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_U_28.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-21","","0","images/G_D_U_28.png","","","","negative","1","28","G","D","U","",""
"","","","","","html-slider-response","57","159830","0.0-49.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_S_13.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-43","","0","images/R_D_S_13.png","","","","negative","2","13","R","D","S","",""
"","","","","","html-slider-response","58","160646","0.0-50.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_U_02.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","2","","0","images/Y_L_U_02.png","","","","negative","1","02","Y","L","U","",""
"","","","","","html-slider-response","59","161366","0.0-51.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_S_27.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-46","","0","images/G_D_S_27.png","","","","negative","2","27","G","D","S","",""
"","","","","","html-slider-response","60","162351","0.0-52.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_D_U_41.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-131","","0","images/B_D_U_41.png","","","","negative","1","41","B","D","U","",""
"","","","","","html-slider-response","61","163198","0.0-53.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_U_12.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-136","","0","images/R_L_U_12.png","","","","negative","2","12","R","L","U","",""
"","","","","","html-slider-response","62","164111","0.0-54.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_U_28.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-122","","0","images/G_D_U_28.png","","","","negative","2","28","G","D","U","",""
"","","","","","html-slider-response","63","165076","0.0-55.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_D_S_05.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-119","","0","images/Y_D_S_05.png","","","","negative","2","05","Y","D","S","",""
"","","","","","html-slider-response","64","166083","0.0-56.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_L_U_33.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-118","","0","images/B_L_U_33.png","","","","negative","1","33","B","L","U","",""
"","","","","","html-slider-response","65","166917","0.0-57.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_L_S_30.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-117","","0","images/B_L_S_30.png","","","","negative","2","30","B","L","S","",""
"","","","","","html-slider-response","66","167773","0.0-58.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_U_12.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-101","","0","images/R_L_U_12.png","","","","negative","1","12","R","L","U","",""
"","","","","","html-slider-response","67","169069","0.0-59.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_S_10.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-83","","0","images/R_L_S_10.png","","","","negative","2","10","R","L","S","",""
"","","","","","html-slider-response","68","169950","0.0-60.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_U_02.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-99","","0","images/Y_L_U_02.png","","","","negative","2","02","Y","L","U","",""
"","","","","","html-slider-response","69","170797","0.0-61.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_U_26.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-66","","0","images/G_L_U_26.png","","","","negative","2","26","G","L","U","",""
"","","","","","html-slider-response","70","171661","0.0-62.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_L_U_33.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-66","","0","images/B_L_U_33.png","","","","negative","2","33","B","L","U","",""
"","","","","","html-slider-response","71","172445","0.0-63.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_D_S_37.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-80","","0","images/B_D_S_37.png","","","","negative","1","37","B","D","S","",""
"","","","","","html-slider-response","72","173628","0.0-64.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_L_S_30.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-57","","0","images/B_L_S_30.png","","","","negative","1","30","B","L","S","",""
"","","","","","html-slider-response","73","174516","0.0-65.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_D_S_05.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-98","","0","images/Y_D_S_05.png","","","","negative","1","05","Y","D","S","",""
"","","","","","html-slider-response","74","175181","0.0-66.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_D_U_07.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-77","","0","images/Y_D_U_07.png","","","","negative","1","07","Y","D","U","",""
"","","","","","html-slider-response","75","175948","0.0-67.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_S_27.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-90","","0","images/G_D_S_27.png","","","","negative","1","27","G","D","S","",""
"","","","","","html-slider-response","76","176804","0.0-68.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_U_26.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-78","","0","images/G_L_U_26.png","","","","negative","1","26","G","L","U","",""
"","","","","","html-slider-response","77","177610","0.0-69.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_S_23.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-78","","0","images/G_L_S_23.png","","","","negative","1","23","G","L","S","",""
"","","","","","html-slider-response","78","178355","0.0-70.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_U_15.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-78","","0","images/R_D_U_15.png","","","","negative","2","15","R","D","U","",""
"","","","","","html-slider-response","79","179036","0.0-71.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_U_15.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-82","","0","images/R_D_U_15.png","","","","negative","1","15","R","D","U","",""
"","","","","","html-slider-response","80","179723","0.0-72.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_S_13.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-82","","0","images/R_D_S_13.png","","","","negative","1","13","R","D","S","",""
"","","","","","html-slider-response","81","180331","0.0-73.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_S_44.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-82","","0","images/Y_L_S_44.png","","","","negative","1","44","Y","L","S","",""
"","","","","","html-slider-response","82","181002","0.0-74.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_D_S_37.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-82","","0","images/B_D_S_37.png","","","","negative","2","37","B","D","S","",""
"","","","","","html-slider-response","83","181595","0.0-75.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_S_10.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-82","","0","images/R_L_S_10.png","","","","negative","1","10","R","L","S","",""
"","","","","","html-slider-response","84","182275","0.0-76.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_S_44.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-82","","0","images/Y_L_S_44.png","","","","negative","2","44","Y","L","S","",""
"","","","","","html-slider-response","85","183323","0.0-77.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_S_23.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-90","","0","images/G_L_S_23.png","","","","negative","2","23","G","L","S","",""
"","","","","","html-slider-response","86","184179","0.0-78.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_D_U_07.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-90","","0","images/Y_D_U_07.png","","","","negative","2","07","Y","D","U","",""
"","","","","","html-slider-response","87","184947","0.0-79.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_D_U_41.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-73","","0","images/B_D_U_41.png","","","","negative","2","41","B","D","U","",""
"","","","","","html-button-response","88","186688","0.0-80.0","pocbnf60vz","3","1238","<p>Great Job! You've finished block 2.<br></br> You have 6 block(s) left to go.<br></br></p>","0","","","","","","","","","","","","","",""
"","","","","","html-button-response","89","187583","0.0-81.0","pocbnf60vz","3","894","<p>In this block of trials, you will be asked to rate how much you associate each map with:</p > <p style = 'font-size:150%; font-weight: bold'>calm</p><br></br>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","90","188546","0.0-82.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_S_10.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","59","","0","images/R_L_S_10.png","","","","calm","1","10","R","L","S","",""
