"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","rt","stimulus","response","question_order","slider_start","image_path","practiceTrial","practiceTrialNum","correct","concept"
"","","","","","html-slider-response","193","618469","0.0-189.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_08.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","25","","0","images/gray_08.png","","","","negative"
"","","","","","html-slider-response","194","620207","0.0-190.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_11.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-114","","0","images/gray_11.png","","","","negative"
"","","","","","html-slider-response","195","622141","0.0-191.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_44.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","17","","0","images/gray_44.png","","","","negative"
"","","","","","html-slider-response","196","623757","0.0-192.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_38.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-106","","0","images/gray_38.png","","","","negative"
"","","","","","html-slider-response","197","625666","0.0-193.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_15.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-149","","0","images/gray_15.png","","","","negative"
"","","","","","html-slider-response","198","627471","0.0-194.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_40.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-14","","0","images/gray_40.png","","","","negative"
"","","","","","html-slider-response","199","636030","0.0-195.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_02.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-104","","0","images/gray_02.png","","","","negative"
"","","","","","html-button-response","200","638705","0.0-196.0","9uuq3752h7","2172","<p>Great Job! You've finished block 4.<br></br> You have 4 block(s) left to go.<br></br></p>","0","","","","","","",""
"","","","","","html-button-response","201","668582","0.0-197.0","9uuq3752h7","29876","<p>In this block of trials, you will be asked to rate how much you associate each map with:</p > <p style = 'font-size:150%; font-weight: bold'>playful</p><br></br>","0","","","","","","",""
"","","","","","html-slider-response","202","670470","0.0-198.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_15.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","48","","0","images/gray_15.png","","","","playful"
"","","","","","html-slider-response","203","672404","0.0-199.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_29.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","32","","0","images/gray_29.png","","","","playful"
"","","","","","html-slider-response","204","674200","0.0-200.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_25.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","131","","0","images/gray_25.png","","","","playful"
"","","","","","html-slider-response","205","676217","0.0-201.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_22.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","166","","0","images/gray_22.png","","","","playful"
"","","","","","html-slider-response","206","678117","0.0-202.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_31.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","200","","0","images/gray_31.png","","","","playful"
"","","","","","html-slider-response","207","680320","0.0-203.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_09.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","121","","0","images/gray_09.png","","","","playful"
"","","","","","html-slider-response","208","683333","0.0-204.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_36.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-30","","0","images/gray_36.png","","","","playful"
"","","","","","html-slider-response","209","685118","0.0-205.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_17.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","68","","0","images/gray_17.png","","","","playful"
"","","","","","html-slider-response","210","687296","0.0-206.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_14.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-81","","0","images/gray_14.png","","","","playful"
"","","","","","html-slider-response","211","689777","0.0-207.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_23.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-10","","0","images/gray_23.png","","","","playful"
"","","","","","html-slider-response","212","692430","0.0-208.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_34.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","171","","0","images/gray_34.png","","","","playful"
"","","","","","html-slider-response","213","694290","0.0-209.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_27.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-63","","0","images/gray_27.png","","","","playful"
"","","","","","html-slider-response","214","696363","0.0-210.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_20.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","33","","0","images/gray_20.png","","","","playful"
"","","","","","html-slider-response","215","698599","0.0-211.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_05.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","34","","0","images/gray_05.png","","","","playful"
"","","","","","html-slider-response","216","700304","0.0-212.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_16.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","42","","0","images/gray_16.png","","","","playful"
"","","","","","html-slider-response","217","702222","0.0-213.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_07.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","88","","0","images/gray_07.png","","","","playful"
"","","","","","html-slider-response","218","704483","0.0-214.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_37.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-34","","0","images/gray_37.png","","","","playful"
"","","","","","html-slider-response","219","706417","0.0-215.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_13.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-84","","0","images/gray_13.png","","","","playful"
"","","","","","html-slider-response","220","708382","0.0-216.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_35.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","28","","0","images/gray_35.png","","","","playful"
"","","","","","html-slider-response","221","710089","0.0-217.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_43.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","104","","0","images/gray_43.png","","","","playful"
"","","","","","html-slider-response","222","712022","0.0-218.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_44.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-66","","0","images/gray_44.png","","","","playful"
"","","","","","html-slider-response","223","713728","0.0-219.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_10.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-82","","0","images/gray_10.png","","","","playful"
"","","","","","html-slider-response","224","715409","0.0-220.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_03.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-93","","0","images/gray_03.png","","","","playful"
"","","","","","html-slider-response","225","717269","0.0-221.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_38.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","21","","0","images/gray_38.png","","","","playful"
"","","","","","html-slider-response","226","718869","0.0-222.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_32.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","42","","0","images/gray_32.png","","","","playful"
"","","","","","html-slider-response","227","720395","0.0-223.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_01.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","75","","0","images/gray_01.png","","","","playful"
"","","","","","html-slider-response","228","722492","0.0-224.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_02.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","82","","0","images/gray_02.png","","","","playful"
"","","","","","html-slider-response","229","726074","0.0-225.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_04.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-50","","0","images/gray_04.png","","","","playful"
"","","","","","html-slider-response","230","728408","0.0-226.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_42.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-57","","0","images/gray_42.png","","","","playful"
"","","","","","html-slider-response","231","730916","0.0-227.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_41.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-127","","0","images/gray_41.png","","","","playful"
"","","","","","html-slider-response","232","733217","0.0-228.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_30.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-89","","0","images/gray_30.png","","","","playful"
"","","","","","html-slider-response","233","735959","0.0-229.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_33.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-131","","0","images/gray_33.png","","","","playful"
"","","","","","html-slider-response","234","742357","0.0-230.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_24.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","53","","0","images/gray_24.png","","","","playful"
"","","","","","html-slider-response","235","743871","0.0-231.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_11.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","111","","0","images/gray_11.png","","","","playful"
"","","","","","html-slider-response","236","745616","0.0-232.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_08.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-43","","0","images/gray_08.png","","","","playful"
"","","","","","html-slider-response","237","747868","0.0-233.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_39.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","166","","0","images/gray_39.png","","","","playful"
"","","","","","html-slider-response","238","749836","0.0-234.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_18.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","200","","0","images/gray_18.png","","","","playful"
"","","","","","html-slider-response","239","751721","0.0-235.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_12.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","155","","0","images/gray_12.png","","","","playful"
"","","","","","html-slider-response","240","754846","0.0-236.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_19.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-86","","0","images/gray_19.png","","","","playful"
"","","","","","html-slider-response","241","757467","0.0-237.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_21.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-65","","0","images/gray_21.png","","","","playful"
"","","","","","html-slider-response","242","759271","0.0-238.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_06.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","32","","0","images/gray_06.png","","","","playful"
"","","","","","html-slider-response","243","760958","0.0-239.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_40.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","19","","0","images/gray_40.png","","","","playful"
"","","","","","html-slider-response","244","762772","0.0-240.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_28.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-81","","0","images/gray_28.png","","","","playful"
"","","","","","html-slider-response","245","764876","0.0-241.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_26.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","102","","0","images/gray_26.png","","","","playful"
"","","","","","html-button-response","246","766612","0.0-242.0","9uuq3752h7","1233","<p>Great Job! You've finished block 5.<br></br> You have 3 block(s) left to go.<br></br></p>","0","","","","","","",""
"","","","","","html-button-response","247","805082","0.0-243.0","9uuq3752h7","38469","<p>In this block of trials, you will be asked to rate how much you associate each map with:</p > <p style = 'font-size:150%; font-weight: bold'>positive</p><br></br>","0","","","","","","",""
"","","","","","html-slider-response","248","807379","0.0-244.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >positive</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_28.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","69","","0","images/gray_28.png","","","","positive"
"","","","","","html-slider-response","249","809069","0.0-245.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >positive</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_17.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","112","","0","images/gray_17.png","","","","positive"
"","","","","","html-slider-response","250","810741","0.0-246.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >positive</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_18.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","200","","0","images/gray_18.png","","","","positive"
"","","","","","html-slider-response","251","812340","0.0-247.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >positive</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_13.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","49","","0","images/gray_13.png","","","","positive"
"","","","","","html-slider-response","252","814283","0.0-248.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >positive</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_19.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-18","","0","images/gray_19.png","","","","positive"
"","","","","","html-slider-response","253","816151","0.0-249.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >positive</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_08.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-78","","0","images/gray_08.png","","","","positive"
"","","","","","html-slider-response","254","818020","0.0-250.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >positive</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_33.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","114","","0","images/gray_33.png","","","","positive"
"","","","","","html-slider-response","255","819741","0.0-251.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >positive</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_20.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","39","","0","images/gray_20.png","","","","positive"
"","","","","","html-slider-response","256","821407","0.0-252.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >positive</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_15.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","57","","0","images/gray_15.png","","","","positive"
"","","","","","html-slider-response","257","823186","0.0-253.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >positive</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_22.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","116","","0","images/gray_22.png","","","","positive"
"","","","","","html-slider-response","258","824950","0.0-254.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >positive</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_02.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","42","","0","images/gray_02.png","","","","positive"
"","","","","","html-slider-response","259","826704","0.0-255.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >positive</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_16.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-59","","0","images/gray_16.png","","","","positive"
"","","","","","html-slider-response","260","828475","0.0-256.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >positive</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_41.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-69","","0","images/gray_41.png","","","","positive"
"","","","","","html-slider-response","261","830189","0.0-257.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >positive</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_38.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","186","","0","images/gray_38.png","","","","positive"
"","","","","","html-slider-response","262","831779","0.0-258.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >positive</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_23.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-50","","0","images/gray_23.png","","","","positive"
"","","","","","html-slider-response","263","833750","0.0-259.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >positive</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_37.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-93","","0","images/gray_37.png","","","","positive"
"","","","","","html-slider-response","264","835682","0.0-260.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >positive</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_04.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-27","","0","images/gray_04.png","","","","positive"
"","","","","","html-slider-response","265","838653","0.0-261.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >positive</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_43.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","19","","0","images/gray_43.png","","","","positive"
"","","","","","html-slider-response","266","841035","0.0-262.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >positive</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_36.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-200","","0","images/gray_36.png","","","","positive"
"","","","","","html-slider-response","267","849621","0.0-263.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >positive</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_21.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","114","","0","images/gray_21.png","","","","positive"
"","","","","","html-slider-response","268","851775","0.0-264.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >positive</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_09.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","200","","0","images/gray_09.png","","","","positive"
"","","","","","html-slider-response","269","853516","0.0-265.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >positive</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_01.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","200","","0","images/gray_01.png","","","","positive"
"","","","","","html-slider-response","270","855480","0.0-266.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >positive</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_07.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","72","","0","images/gray_07.png","","","","positive"
"","","","","","html-slider-response","271","857406","0.0-267.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >positive</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_40.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","55","","0","images/gray_40.png","","","","positive"
"","","","","","html-slider-response","272","859022","0.0-268.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >positive</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_31.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","200","","0","images/gray_31.png","","","","positive"
"","","","","","html-slider-response","273","860809","0.0-269.0","9uuq3752h7","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >positive</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_42.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","157","","0","images/gray_42.png","","","","positive"
